KODE,NAMA_PRODUK,LOKASI,QTY_STOK,UNIT,TAHUN
T0000005,TERMOREX 60 ML,ETL3A,10.0,BOTOL,2022
T000001,TRIFAMOL,ETL1,11.0,STRIP,2022
T0000010,THROMBO ASPILETS,RAK1,150.0,TABLET,2022
T0000011,THROMBPHOP GEL,ETL2,2.0,TUBE,2022
T0000012,TILOMIX,RAK1,33.0,STRIP,2022
T0000013,TOLAK ANGIN ANAK,ETL5B,29.0,SACHET,2022
T0000014,TOLAK ANGIN CAIR,ETL5B,145.0,SACHET,2022
T0000015,TONIKUM BAYER (B),ETL5B,4.0,BOTOL,2022
T0000016,TONIKUM BAYER (K),ETL5B,4.0,BOTOL,2022
T0000020,THROMBOGEL,ETL2,1.0,TUBE,2022
T0000021,TROPICANA SLIM DIABETICS 25'S,ETL5A,3.0,BOX,2022
T0000027,TEMPRA FORTE 60 ML,ETL3A,2.0,BOTOL,2022
T0000028,TEMPRA SYR 60ML,ETL3A,3.0,BOTOL,2022
T0000029,TEMPRA DROPS 15 ML,ETL3A,2.0,BOTOL,2022
T0000031,TERMOREX PLUS 60 ML,ETL3A,6.0,BOTOL,2022
T0000033,DIE DA YAO GIN,ETL3B,4.0,BOTOL,2022
T0000036,TOBROSON MD,RAK4,1.0,STRIP,2022
T0000043,TROPICANA SLIM DIABETIC 50'S,ETL5A,2.0,DUS,2022
T0000052,TREMENZA SYR,ETL3A,5.0,BOTOL,2022
T0000053,TROPICANA SLIM CLASSIC 50'S,ETL5A,2.0,BOX,2022
T0000058,THROMBOPHOB OINT,ETL2,2.0,TUBE,2022
T0000061,TOLAK ANGIN FLU CAIR,ETL5B,14.0,SACHET,2022
T0000063,TEH KOTAK 200ML,SC,52.0,KOTAK,2022
T0000064,TIMBANGAN DIGITAL,ETL5B,2.0,PCS,2022
T0000067,TRANSFULMIN BABY 10GR,ETL2,1.0,TUBE,2022
T0000071,TUZALOS,ETL1,1.0,STRIP,2022
T0000077,TEH JATI CINA CELUP,ETL5B,3.0,PCS,2022
T0000078,TJ JOYBEE,ETL2,4.0,BOTOL,2022
T0000079,TOLAK LINU,ETL5B,55.0,SACHET,2022
T0000083,MINYAK TAWON FF,ETL2,3.0,BOTOL,2022
T0000086,TENSI ANAROID SERENITY,ETL5B,1.0,PCS,2022
T0000087,TERMOREX PLUS 30ML,ETL3A,21.0,BOTOL,2022
T0000089,TJ JOYBEE ORIGINAL,ETL2,2.0,BOTOL,2022
T0000091,TERRA F KAPSUL,ETL1,17.0,STRIP,2022
T0000092,THROMECON 20GR,ETL2,1.0,TUBE,2022
T0000093,TERMOREX 30ML,ETL3A,2.0,BOTOL,2022
T0000095,TRANSPULMIN BB 10G,ETL2,2.0,TUBE,2022
T0000097,TEH PUCUK 350ML,SC,43.0,BOTOL,2022
T0000100,TJ JOYBEE STROWBERY,ETL2,3.0,BOTOL,2022
T0000101,THERMOMETER DIGITAL OMRON,ETL5B,5.0,PCS,2022
T0000103,TRIAMCINOLONE 4MG TAB,RAK2,22.0,STRIP,2022
T0000106,TOPICARE CLEANSER 90ML,ETL5B,1.0,PCS,2022
T0000107,TEH JATI CINA REBUS PRIMA,ETL2,4.0,PCS,2022
T000011,TJIE THUN HUN CAP 19,ETL1,200.0,PCS,2022
T0000110,TAY PIN SAN TABLET,ETL1,46.0,STRIP,2022
T0000111,TEMPRA FORTE SYR 30ML,ETL3A,1.0,BOTOL,2022
T0000113,TOLAK ANGIN CAIR BEBAS GULA,ETL5B,19.0,SACHET,2022
T0000114,MINYAK TELON LANG 15ML,ETL2,3.0,PCS,2022
T0000115,TROPICANA SLIM CLASSIC 100S,ETL5A,1.0,BOX,2022
T0000116,TROPICANA SLIM DIABETIC 100S,ETL5A,2.0,BOX,2022
T0000117,TIMBANGAN BADAN GEA TIPIS,ETL5B,1.0,PCS,2022
T0000119,TRIFASON 0.5MG,RAK1,9.0,STRIP,2022
T0000120,TRAINING CUP 270ML YOUNG YOUNG,ETL5B,1.0,PCS,2022
T000025,TRIMAKAL KAPLET,ETL1,7.0,STRIP,2022
T000028,TONG KANG SHUANG,ETL2,5.0,TUBE,2022
T0000418,TRIOCID TABLET,ETL1,8.0,STRIP,2022
T0000419,TRIOCID 60ML,ETL1,2.0,BOTOL,2022
T000080,TRIANTA,ETL1,9.0,STRIP,2022
T000088,TROPICANA SLIM CLASIC 25'S,ETL5A,2.0,BOX,2022
T000089,TAWON CC,ETL2,4.0,BOTOL,2022
T000093,TERMOREX PATCH,ETL5B,8.0,SACHET,2022
T000099,TRISELA 10MG,RAK1,10.0,STRIP,2022
T000100,TRISELA SYR,RAK4,3.0,BOTOL,2022
T000101,TRIPANCA,SC,151.0,PCS,2022
T00089,MADU TJ JAHE MERAH 150gr,ETL2,6.0,BOTOL,2022
T00090,TOLAK ANGIN KOMPLIT SUPER,ETL1,29.0,PCS,2022
U0000002,ULTRACILLINE,ETL2,7.0,TUBE,2022
U0000003,ULTRACYN BABY KECIL,ETL3B,7.0,BOTOL,2022
U0000005,ULTRAFLU,ETL1,39.0,STRIP,2022
U0000009,ULTRAFIX 10X5,ETL3B,5.0,ROLL,2022
U0000010,ULTRAFIX 10X1,ETL3B,20.0,PCS,2022
U0000011,ULTRACAP,ETL1,15.0,STRIP,2022
U0000012,UNDERPAD SENSI,ETL5B,10.0,PCS,2022
U0000013,ULTRA COKLAT 125,SC,41.0,KOTAK,2022
U0000015,ULTRA STROWBERY 125,SC,34.0,KOTAK,2022
U0000018,ULTRAMILK COKLAT 250,SC,55.0,PCS,2022
U0000019,ULTRA MIMI COKLAT 125,SC,17.0,PCS,2022
U0000023,ULTRAFIX 5 X 5,ETL3B,5.0,ROLL,2022
U0000025,ULTRACYN DWS,ETL3B,3.0,BOTOL,2022
U0000029,ULTRADERMA 5GR,ETL2,2.0,TUBE,2022
U0000032,UPASI,ETL5A,11.0,BOTOL,2022
U0000033,ULTRAFIX 5X1,ETL3B,6.0,PCS,2022
U000021,ULSAFATE SUSP 100ML,RAK4,1.0,BOTOL,2022
V0000001,VEGETA HERBAL,ETL4,19.0,SACHET,2022
V0000002,VEGETA JERUK,ETL4,36.0,SACHET,2022
V00000026,VITALONG C + ZINC,ETL1,9.0,STRIP,2022
V00000029,VOLTAREN 50MG,RAK1,36.0,TABLET,2022
V0000005,VERILE ACNE  GEL,ETL2,2.0,TUBE,2022
V00000100,VIDORAN SMART IMUNUP ANGGUR SYR 60ML,ETL4,4.0,BOTOL,2022
V0000011,VICEE STRAW,ETL5B,247.0,STRIP,2022
V0000012,VICKS F44 ANAK 27 ML,ETL3A,10.0,BOTOL,2022
V0000013,VICKS F44 ANAK 54 ML,ETL3A,6.0,BOTOL,2022
V00000145,VITAMIN B12,ETL1,10.0,STRIP,2022
V0000015,VICKS F44 DWS 100 ML,ETL3A,5.0,BOTOL,2022
V0000016,VICKS F44 DWS 27 ML,ETL3A,6.0,BOTOL,2022
V0000017,VICKS INHALER,ETL2,10.0,POT,2022
V0000018,VICKS VAPORUB 25G,ETL2,5.0,PCS,2022
V0000020,VIOSTIN DS,ETL1,15.0,STRIP,2022
V0000023,VITACIMIN,ETL5B,223.0,STRIP,2022
V0000024,VITALONG C (30),ETL1,2.0,BOTOL,2022
V0000025,VITALONG C (4),ETL1,24.0,STRIP,2022
V0000026,VITAQUIN CR 15G,RAK3,3.0,TUBE,2022
V0000027,VOLTADEX50MG,RAK1,890.0,TABLET,2022
V0000030,VOLTAREN GEL 10GR,ETL2,1.0,TUBE,2022
V0000031,VOLTAREN GEL 5GR,ETL2,2.0,TUBE,2022
V0000034,VALDRES 25MG,RAK1,22.0,TABLET,2022
V0000036,VEGEBLEND JR 30',ETL5A,1.0,BOTOL,2022
V0000037,VICKS VAPORUB 10,ETL2,10.0,POT,2022
V0000038,VITAL TT,ETL2,6.0,FLS,2022
V0000040,VIRJINT SYR,ETL2,6.0,BOTOL,2022
V0000041,VICKS F44 DWS 54ML,ETL3A,6.0,BOTOL,2022
V0000044,VENARON,ETL1,10.0,STRIP,2022
V0000045,VENTOLIN NEBULES,RAK4,25.0,VIAL,2022
V0000046,VIDORAN SMART 100ML,ETL3A,2.0,BOTOL,2022
V0000050,VENTOLIN INHALER,RAK4,3.0,PCS,2022
V0000051,V FRESH ORIGINAL,ETL2,4.0,BOTOL,2022
V0000052,V FRESH HOT 8ML,ETL2,6.0,BOTOL,2022
V0000066,"VITACID 0,1%",RAK3,2.0,TUBE,2022
V0000078,VITACID 0.05%,RAK3,2.0,TUBE,2022
V0000079,VITACID 0.025%,RAK3,2.0,TUBE,2022
V0000081,VERILE BLEMISH CREAM,ETL2,2.0,TUBE,2022
V0000084,VITAMIN B COMPLEX,ETL1,24.0,STRIP,2022
V0000090,VITABUMIN,ETL3A,2.0,FLS,2022
V0000092,VOLTADEX GEL 20GR,ETL2,3.0,TUBE,2022
V0000093,VOSEA SYR 30ML,RAK4,4.0,BOTOL,2022
V0000095,VIDORAN SMART ORANGE TABLET,ETL4,3.0,BOTOL,2022
V0000096,VIDORAN SMART STROW TABLET,ETL4,1.0,BOTOL,2022
V0000100,VITAMIN B6,ETL1,12.0,STRIP,2022
V0000101,VITAMIN B1 50 mg,ETL1,42.0,STRIP,2022
V0000106,VENARON HD,ETL1,3.0,STRIP,2022
V0000110,VITAMIN C 250MG,ETL1,27.0,STRIP,2022
V0000114,VASELINE SWAB,KULKAS,20.0,PCS,2022
V0000115,VESPERUM SYR 60ML,RAK4,4.0,BOTOL,2022
V0000119,VICKS FORMULA JAHE MADU 56ML,ETL3A,10.0,BOTOL,2022
V0000120,VADROL TAB 4MG,RAK1,18.0,STRIP,2022
V0000121,VITAGROW 60ML,ETL4,1.0,BOTOL,2022
V0000122,VIBRAMOX 500MG,RAK1,1.0,STRIP,2022
V0000123,VESPERUM DROP,RAK4,1.0,BOTOL,2022
V0000124,VEGETA HERBAL HANGER 12S,ETL4,21.0,SACHET,2022
V0000125,VITOMATA,ETL2,1.0,BOTOL,2022
V0000126,VOREN GEL 20GR,ETL2,1.0,TUBE,2022
V0000127,VIDORAN SMART IMUNUP ANGGUR TAB 25S,ETL4,3.0,BOTOL,2022
V0000129,VISELA TAB,ETL1,10.0,STRIP,2022
V0000130,VADROL TAB 8MG,RAK1,7.0,STRIP,2022
V0000131,VICKS FORMULA JAHE MADU 105ML,ETL3A,3.0,BOTOL,2022
V0000132,VITABUMIN SYR 60ML,ETL4,3.0,BOTOL,2022
V000023,VICKS INHALER TWIN,ETL2,3.0,PCS,2022
V000025,VESPERUM TAB,RAK1,14.0,STRIP,2022
V000070,FRESHCARE MIX CITRUS,ETL2,6.0,PCS,2022
V000085,VOSEA,RAK1,8.0,STRIP,2022
V000089,VIT-C1000 SIDOMUNCUL,ETL5B,11.0,SACHET,2022
V000092,VERCING 12'S,ETL2,22.0,BOTOL,2022
W0000001,WAISAN,ETL1,1032.0,SACHET,2022
W0000002,WOODS ANTITUSIF 100ML,ETL3A,7.0,BOTOL,2022
W0000003,WOODS ANTITUSIF 60ML,ETL3A,5.0,BOTOL,2022
W0000004,WOODS EXP 100ML,ETL3A,3.0,BOTOL,2022
W0000005,WOODS EXP 60ML,ETL3A,9.0,BOTOL,2022
W0000006,WOODS HERBAL 60ML,ETL3A,8.0,BOTOL,2022
W0000009,WWZ,ETL5B,3.0,PCS,2022
W0000018,WOODS PERMEN ORGINAL,ETL2,8.0,PCS,2022
W0000020,WIROS 20MG,RAK1,26.0,STRIP,2022
W0000022,WOODS PERMEN ORANGE,ETL2,14.0,PCS,2022
W0000027,WELMOVE,ETL1,7.0,STRIP,2022
W0000028,WARDAH SPF 50,ETL2,1.0,PCS,2022
W0000029,WINATIN,RAK1,11.0,STRIP,2022
W0000030,WYBERT HERBAL SYR 60ML,ETL3A,9.0,BOTOL,2022
W0000031,WOODS PERMEN LEMON,ETL2,1.0,PCS,2022
W0000032,MADU WELLERYROYAL JELLY 650ML,ETL1,10.0,BOTOL,2022
W0000034,WYBERT HERBAL BTK ANAK 60ML,ETL3A,3.0,BOTOL,2022
W0000036,WWZ COVER ONEMED,ETL5B,1.0,PCS,2022
W000005,WEDANG SS POUCH,ETL1,1.0,PCS,2022
X0000001,XENICAL,RAK1,28.0,TABLET,2022
X0000002,XON-CE,ETL5B,135.0,STRIP,2022
X0000007,XILERGY 10MG TAB,ETL1,9.0,STRIP,2022
Y0000007,YOU C 1000 LEMON (BELING),SC,4.0,BOTOL,2022
Y000001,YUSIMOX SYR,RAK4,5.0,BOTOL,2022
Y000003,YUSIMOX FORTE SYR,RAK4,2.0,BOTOL,2022
Y000004,YAKULT,SC,76.0,BOTOL,2022
Y000006,YUSIMOX TAB,RAK1,8.0,STRIP,2022
Y000009,Y-RINS NEW,ETL2,2.0,BOTOL,2022
Y000011,YOU C1000 MANGO 140ML (BELING),SC,4.0,BOTOL,2022
Y000012,YEFAMOX TABLET,RAK1,7.0,STRIP,2022
Y00005,YAKUL LESSUGAR,SC,34.0,BOTOL,2022
Y0009,YOU C-1000 WATER,SC,21.0,BOTOL,2022
Z00000010,MINYAK ZAITUN ASSALAAMAH,ETL2,2.0,BOTOL,2022
Z00000013,HOLIZINK SYR 60ML,ETL1,3.0,BOTOL,2022
Z0000002,ZORALIN,RAK1,210.0,TABLET,2022
Z0000007,ZINK DISPERSIBEL TAB,ETL1,10.0,STRIP,2022
Z0000009,ZEE STRAWBERRY 200ML,SC,6.0,KOTAK,2022
Z000001,ZESTMAAG,ETL2,1.0,BOTOL,2022
Z0000011,ZHENG GU SHUI 60ML,ETL2,1.0,PCS,2022
Z0000012,ZINK DISPERSIBEL SYR,ETL1,5.0,BOTOL,2022
Z0000013,ZEGAVIT,ETL1,6.0,STRIP,2022
Z0000014,ZELONA TAB,RAK1,16.0,STRIP,2022
Z000006,ZAMBUK,ETL2,2.0,PCS,2022
Z000007,ZORALIN CR,RAK3,5.0,TUBE,2022
Z0000083,HERBORIST MINYAK ZAITUN 150ML,ETL1,3.0,BOTOL,2022
Z000009,ZEVASK,RAK1,7.0,STRIP,2022
Z00007,ZAMBUK 8GR,ETL2,1.0,PCS,2022
A000001,ANATON TAB,ETL1,13.0,STRIP,2023
A00001,ACTIVED HIJAU,ETL3A,2.0,BOTOL,2023
A000012,APIALYS SYR 100 ML,ETL3A,2.0,BOTOL,2023
A000014,ALKOHOL 1000 ML,ETL3B,3.0,BOTOL,2023
A000016,ALLOPURINOL 300,RAK2,10.0,STRIP,2023
A000018,ATORVASTATIN 10MG,RAK2,12.0,STRIP,2023
A00002,ACTIVED KUNING,ETL3A,2.0,BOTOL,2023
A000028,ANFLAT SYR 100ML,ETL1,2.0,BOTOL,2023
A000029,ANFLAT TAB,ETL1,19.0,STRIP,2023
A00003,ACTIVED MERAH,ETL3A,1.0,BOTOL,2023
A00004,ACYCLOVIR 200MG,RAK2,12.0,STRIP,2023
A000040,MEFIX 500MG,RAK1,7.0,STRIP,2023
A00005,ACYCLOVIR 400MG,RAK2,26.0,STRIP,2023
A000066,ANDALAN KB FE,RAK4,22.0,STRIP,2023
A000069,ALKOHOL SWEP,ETL3B,200.0,PSG,2023
A00007,AFITSON NO.1 18 G,ETL2,2.0,POT,2023
A000073,ASEPSO MOISTURE CARE,ETL5B,2.0,PCS,2023
A000076,ALOFAR 300MG,RAK1,11.0,STRIP,2023
A000078,ARKAVIT BOX,ETL1,11.0,STRIP,2023
A00008,AKURAT,ETL3B,38.0,PCS,2023
A00009,ALBOTHYL 10ML,RAK4,2.0,BOTOL,2023
A00010,ALBOTHYL 5ML,RAK4,1.0,BOTOL,2023
A000101,ALKOHOL PAD AVICO,ETL3B,300.0,PCS,2023
A00013,ALLERON,ETL1,36.0,STRIP,2023
A00014,ALLETROL TM 5 ML,RAK4,3.0,FLS,2023
A00015,ALLOPURINOL 100MG,RAK2,50.0,STRIP,2023
A000156,ANDALAN INTIMATE,ETL5B,20.0,BOTOL,2023
A000159,ACIFAR 200MG TAB,RAK1,9.0,STRIP,2023
A00016,ALPARA,ETL1,26.0,STRIP,2023
A000160,ACIFAR 400MG TAB,RAK1,5.0,STRIP,2023
A000165,AMUNIZER BTL 140ML,SC,3.0,KLG,2023
A000175,ANYTIME EARLOOP BLACK 5'S,ETL3B,3.0,PCS,2023
A000177,ANAK SUMANG 200'S,ETL1,220.0,SACHET,2023
A00018,AMBROXOL 30MG,RAK2,7.0,STRIP,2023
A000183,ANTIHEMOROID SUPP,KULKAS,26.0,PCS,2023
A000184,AIR MANCUR PROLINU,ETL1,10.0,STRIP,2023
A000185,AIR MANCUR SEHAT PRIA,ETL1,8.0,STRIP,2023
A000189,ANTANGIN GOOD NIGHT,ETL5A,11.0,STRIP,2023
A00019,AMLODIPINE 10MG,RAK2,71.0,STRIP,2023
A00020,AMLODIPINE 5MG,RAK2,87.0,STRIP,2023
A000209,THERMOMETER AVICO,ETL5B,6.0,PCS,2023
A00021,AMOXICILIN 500MG,RAK2,122.0,STRIP,2023
A00023,AMOXSAN 500MG,RAK1,100.0,TABLET,2023
A00024,AMOXSAN D.S 60ML,RAK4,2.0,BOTOL,2023
A00025,AMOXSAN FORTE D.S,RAK4,1.0,BOTOL,2023
A00026,AMPICILIN 500MG,RAK2,6.0,STRIP,2023
A00028,ANAKONIDIN SYR 60ML,ETL3A,10.0,BOTOL,2023
A00029,ANDALAN LAKTASI,RAK4,24.0,STRIP,2023
A00032,ANTANGIN ANAK,ETL5B,52.0,SACHET,2023
A00033,ANTANGIN CAIR,ETL5B,181.0,SACHET,2023
A00034,ANTANGIN TAB,ETL5B,63.0,STRIP,2023
A00035,ANTASIDA DOEN,ETL1,320.0,TABLET,2023
A00036,ANTIMO ANAK JERUK,ETL1,35.0,SACHET,2023
A00037,ANTIMO ANAK STRAW,ETL1,20.0,SACHET,2023
A00038,ANTIMO TAB,ETL1,66.0,STRIP,2023
A00039,ASAM MEFENAMAT 500MG,RAK2,22.0,STRIP,2023
A00042,ACYCLOVIR 5% CR,RAK3,18.0,TUBE,2023
A00043,ANDALAN CO 12'S,ETL3B,11.0,DUS,2023
A00045,ANLENE GOLD VANILLA 250GR,ETL5A,3.0,BOX,2023
A00046,ANLENE GOLD COKLAT 250GR,ETL5A,1.0,BOX,2023
A00047,APIALYS DROPS,ETL3A,2.0,BOTOL,2023
A00048,AVAIL HIJAU,ETL5B,21.0,PCS,2023
A00049,AVAIL BIRU,ETL5B,14.0,PCS,2023
A00050,AMBEVEN,ETL1,14.0,STRIP,2023
A00052,AVAIL MERAH,ETL5B,6.0,PCS,2023
A00053,AUGENTONIC 5 ML,ETL2,1.0,FLS,2023
A00055,ALOFAR 100MG,RAK1,11.0,STRIP,2023
A00056,ALKOHOL 70% 300ML,ETL3B,6.0,BOTOL,2023
A00060,ARMSLING M,ETL4,3.0,PCS,2023
A00067,ANLENE ACTIFIT COKLAT,ETL5A,1.0,DUS,2023
A00072,ASEPSO,ETL5B,10.0,PCS,2023
A00073,ANDALAN TESTPACK AMP,ETL3B,35.0,AMPLOP,2023
A00077,ACLONAC GEL 20G,ETL2,1.0,BOX,2023
A00083,ANTASIDA DOEN SUSP 60ML,ETL1,7.0,BOTOL,2023
A000897,ALERZIN TAB,RAK1,21.0,STRIP,2023
A00091,ARMACORT,RAK3,7.0,TUBE,2023
A00092,ALLERIN EXP 60 ML,ETL3A,5.0,BOTOL,2023
A00100,ALKOHOL 70% 100ML,ETL3B,16.0,BOTOL,2023
A00101,AUTOCLICK + JARUM,MEJA,2.0,PCS,2023
A00103,AQUA MARIS DAILY NASSAL 30ML,ETL2,1.0,BOTOL,2023
A00107,ALLERGEN TAB,ETL1,54.0,STRIP,2023
A00111,ADEM SARI CHING KU,SC,10.0,KLG,2023
A00112,ANACETIN SYR,ETL3A,4.0,BOTOL,2023
A00116,ASIFIT 700MG KAPLET,ETL5A,4.0,STRIP,2023
A00118,ANASTAN FORTE,RAK1,34.0,STRIP,2023
A00121,ACNES GEL,ETL2,3.0,TUBE,2023
A00122,ADEM SARI SENSACOOLS,ETL4,27.0,SACHET,2023
A00123,VITAMIN C 50MG,ETL1,13.0,STRIP,2023
A00126,ACNOL 10GR,ETL2,4.0,TUBE,2023
A0013,ALTAMED PLASTER,ETL5B,200.0,PCS,2023
A00131,AMBROXOL SYR,RAK4,6.0,BOTOL,2023
A00132,AMOXSAN DROP,RAK4,2.0,BOTOL,2023
A00133,ACNOL LOTION 10ML,ETL2,2.0,PCS,2023
A00135,ASMASOLON,ETL1,9.0,STRIP,2023
A00136,ANFUHEX TAB,RAK1,3.0,STRIP,2023
A00137,ANFUHEX CR,ETL2,5.0,TUBE,2023
A00138,ACNES FC CREAMYWASH,ETL2,2.0,TUBE,2023
A00141,ASICUM,ETL2,3.0,BOTOL,2023
A00142,ALBENDAZOLE KF,RAK2,9.0,STRIP,2023
A00148,AKURAT COMPACT,ETL3B,3.0,PCS,2023
A00158,ACIFAR,RAK3,6.0,TUBE,2023
A00160,ATORVASTATIN 20MG,RAK2,8.0,STRIP,2023
A00161,ACETYLCYSTEINE 200MG,RAK2,18.0,STRIP,2023
A00167,ACITRAL 10'S,ETL1,6.0,STRIP,2023
A00168,ARKAVIT C,ETL1,10.0,STRIP,2023
A00169,ADEM SARI SACHET 8'S,ETL3B,16.0,PCS,2023
A00170,ACITRAL SUSPENSI 120ML,ETL1,2.0,BOTOL,2023
A00175,ANAKONIDIN 30ML,ETL3A,9.0,BOTOL,2023
A00176,ANAKONIDIN OBH 30ML,ETL3A,7.0,BOTOL,2023
A00179,ANDALAN OVULATION,ETL3B,7.0,PCS,2023
A00180,ANATON SYR,ETL3A,4.0,BOTOL,2023
A00181,ALERHIS KAPLET 10MG,ETL1,8.0,STRIP,2023
A00186,AUGENTONIC TM 15ML,ETL2,1.0,BOTOL,2023
A00187,AMBESIP,ETL1,8.0,STRIP,2023
A00188,ALPHAMOL TABLET 500MG,ETL1,1.0,STRIP,2023
A00190,ASPILET CHEWABLE,RAK1,10.0,STRIP,2023
A00191,ALLETROL SM,RAK4,4.0,TUBE,2023
A00192,ALKOHOL MEDSWAB ONEMED,ETL5B,50.0,PCS,2023
A00193,ALLERCYL TAB 4S,ETL1,26.0,STRIP,2023
A00194,ANDALAN POSTPIL,RAK4,2.0,DUS,2023
A00195,ANYTIME MEDIGUARD 50S KARET,ETL3B,25.0,PCS,2023
A00196,AZITHROMYCIN 500MG NOVEL,RAK2,15.0,STRIP,2023
A00200,ALODAN 100 MG,RAK1,17.0,STRIP,2023
A00201,ALODAN 300MG,RAK1,8.0,STRIP,2023
A00202,AXAPROFEN KAPLET ',ETL1,13.0,STRIP,2023
A00203,ANTALINU,ETL3B,34.0,PCS,2023
A00204,ANTANGIN CAIR 5'S,ETL5B,30.0,SACHET,2023
A00205,ANTANGIN HABBATUSAUDA CAIR 5'S,ETL5B,30.0,SACHET,2023
A00206,ACNES POINT CLEAR,ETL2,1.0,PCS,2023
A00207,ACNES UV TINT 30GR,ETL2,1.0,TUBE,2023
A00208,ACNES SPORT CARE 12GR,ETL2,1.0,TUBE,2023
B0000001,BACTODERM 5GR,RAK3,1.0,TUBE,2023
B0000002,BALSEM GELIGA 10 GR,ETL2,10.0,POT,2023
B0000003,BALSEM GELIGA 20 GR,ETL2,8.0,POT,2023
B0000004,BALSEM GELIGA 40 GR,ETL2,3.0,POT,2023
B0000005,BALSEM K3 20 GR,ETL2,3.0,POT,2023
B0000006,BALSEM LANG 10 GR,ETL2,5.0,POT,2023
B0000007,BALSEM LANG 20 GR,ETL2,2.0,POT,2023
B0000009,BALSEM TJIN TJAU 20 G,ETL2,4.0,POT,2023
B0000010,BALSEM TJIN TJAU 36 G,ETL2,2.0,POT,2023
B00000120,BROADAMOX,RAK1,18.0,STRIP,2023
B00000121,BROADAMOX DS 60ML,RAK4,3.0,BOTOL,2023
B00000125,BENEURON DRAGEE,ETL1,15.0,STRIP,2023
B0000013,BECOM-C,ETL1,18.0,STRIP,2023
B0000015,BENOSON CR 5G,RAK3,3.0,TUBE,2023
B0000018,BENZOLAC CL,RAK3,2.0,TUBE,2023
B0000019,BETADINE FEMINIME,ETL5B,4.0,BOTOL,2023
B0000020,BETADINE GARGLE 190ML,ETL2,5.0,BOTOL,2023
B00000208,BABY WIPPES 90'S,ETL5B,2.0,PCS,2023
B0000021,BETADINE GARGLE 100ML,ETL2,4.0,BOTOL,2023
B0000022,BETADINE OINT 10G,ETL3B,3.0,TUBE,2023
B0000023,BETADINE OINT 5G,ETL3B,4.0,TUBE,2023
B00000240,BIO OIL SKIN GEL 50ML,ETL2,1.0,BOTOL,2023
B0000025,BETADINE SOL 15 ML,ETL3B,7.0,BOTOL,2023
B0000026,BETADINE SOL 30 ML,ETL3B,4.0,BOTOL,2023
B0000027,BETADINE SOL 5 ML,ETL3B,13.0,BOTOL,2023
B0000028,BETAHISTINE,RAK2,18.0,STRIP,2023
B0000030,BETASON N CR 5G,RAK3,5.0,TUBE,2023
B0000031,BIOGESIC,ETL1,23.0,STRIP,2023
B0000032,BIOLYSIN KIDS ANGGUR,ETL3A,4.0,BOTOL,2023
B0000033,BIOLYSIN KIDS JERUK,ETL3A,4.0,BOTOL,2023
B0000034,BIOLYSIN KIDS STRAW,ETL3A,3.0,BOTOL,2023
B0000035,BIOPLACENTON 15GR,RAK3,2.0,TUBE,2023
B0000037,BISOLVON KIDS,ETL3A,2.0,BOTOL,2023
B0000038,BISOPROLOL 5MG,RAK2,9.0,STRIP,2023
B0000039,BODREX,ETL1,26.0,STRIP,2023
B0000040,BODREX EXTRA,ETL1,10.0,STRIP,2023
B0000041,BODREX FB DAHAK,ETL1,16.0,STRIP,2023
B0000042,BODREX FB KERING,ETL1,29.0,STRIP,2023
B0000043,BODREX MIGRA,ETL1,15.0,STRIP,2023
B0000044,BODREXIN DEMAM  SYR,ETL3A,4.0,BOTOL,2023
B0000045,BORRAGINOL N SUPPO,KULKAS,14.0,SUPP,2023
B0000046,BORRAGINOL S SUPPO,KULKAS,8.0,SUPP,2023
B0000050,BYE BYE FEVER ANAK,ETL5B,19.0,SACHET,2023
B0000054,BRONCHITIN SYR,ETL3A,3.0,BOTOL,2023
B0000057,BYE BYE FEVER BAYI,ETL5B,25.0,LEMBAR,2023
B0000058,BATUGIN 120 ML,ETL2,3.0,BOTOL,2023
B0000061,BATUGIN 300ML,ETL5B,2.0,BOTOL,2023
B0000065,BUFACORT N 5G,RAK3,9.0,TUBE,2023
B0000067,BETADINE PLESTER JUNIOR,ETL3B,2.0,PCS,2023
B0000072,BETAMETHASON 0.1%,RAK3,28.0,TUBE,2023
B0000073,BODREXIN  FB PE ANAK SYR (KERING),ETL3A,7.0,BOTOL,2023
B0000074,BUFANTACID,ETL1,14.0,STRIP,2023
B0000076,BUFANTACID FORTE SYR,ETL1,8.0,BOTOL,2023
B0000078,BALPIRIK EXTRA MERAH,ETL2,2.0,POT,2023
B0000081,BIOLYSIN SMART 60ML,ETL3A,4.0,BOTOL,2023
B0000082,BETADINE SABUN CAIR 100ML,ETL5B,4.0,BOTOL,2023
B0000088,BODREXIN FB PE ANAK SYR (DAHAK),ETL3A,7.0,BOTOL,2023
B0000090,BETADINE SOL 60ML,ETL3B,2.0,BOTOL,2023
B0000091,BENECOL ORANGE,SC,15.0,BOTOL,2023
B0000092,BIOVISION,ETL2,6.0,BLISTER,2023
B0000097,BALSEM LANG 40GR,ETL2,7.0,POT,2023
B0000101,BORRAGINOL S OINT,RAK3,1.0,TUBE,2023
B0000103,BEVALEX CR,RAK3,8.0,TUBE,2023
B0000108,BEAR BRAND,SC,11.0,KLG,2023
B0000109,BUFACARYL,RAK1,24.0,STRIP,2023
B0000118,BRONKRIS TAB,ETL1,32.0,STRIP,2023
B0000119,BORRAGINOL N OINT,RAK3,2.0,TUBE,2023
